ID;IMPORTO;SOGGETTO;BENEFICIARIO;TIPO
3009;20815;384;867;assegno
3010;290;372;553;contante
3011;8914;491;943;assegno
3012;12060;344;484;assegno
3013;530;364;187;contante
3014;14480;583;644;bonifico
3015;215;137;620;contante
3016;9800;804;469;bonifico
3017;16751;782;845;assegno
3018;1080;842;;carta di credito
3019;880;829;;carta di credito
3020;4675;306;215;assegno
3021;320;448;;carta di credito
3022;530;354;922;contante
3023;500;99;;carta di credito
3024;27480;621;249;assegno
3025;2910;67;376;assegno
3026;6536;244;76;bonifico
3027;705;144;;carta di credito
3028;31160;63;626;assegno
3029;13755;643;504;assegno
3030;9880;912;849;bonifico
3031;21615;672;697;bonifico
3032;505;478;;carta di credito
3033;38720;290;902;assegno
3034;1291;281;;carta di credito
3035;150;149;559;contante
3036;15660;425;349;bonifico
3037;315;109;;carta di credito
3038;180;587;492;contante
3039;10405;477;861;bonifico
3040;12814;500;676;bonifico
3041;9120;513;333;assegno
3042;40640;279;8;assegno
3043;28025;752;932;bonifico
3044;56475;919;909;assegno
3045;15480;791;941;bonifico
3046;19646;908;406;bonifico
3047;26930;143;430;bonifico
3048;10180;132;18;assegno
3049;10885;125;162;bonifico
3050;13280;880;776;bonifico
3051;1430;437;2;bonifico
3052;20850;563;903;assegno
3053;19725;86;599;bonifico
3054;3740;387;339;bonifico
3055;11680;255;216;bonifico
3056;627;282;;carta di credito
3057;6680;627;105;assegno
3058;15315;426;259;bonifico
3059;360;321;593;contante
3060;20320;559;514;bonifico
3061;190;82;;carta di credito
3062;4403;520;255;bonifico
3063;54295;743;268;assegno
3064;20855;617;291;bonifico
3065;410;956;740;contante
3066;405;617;278;contante
3067;14475;718;623;bonifico
3068;485;769;533;contante
3069;10140;681;125;bonifico
3070;262;394;;carta di credito
3071;23635;753;980;assegno
3072;19794;888;748;assegno
3073;37530;494;604;assegno
3074;31320;485;896;assegno
3075;975;314;;carta di credito
3076;900;152;;carta di credito
3077;21205;797;684;bonifico
3078;16480;572;343;bonifico
3079;12960;112;110;assegno
3080;15380;912;719;assegno
3081;20671;675;551;bonifico
3082;8255;73;999;bonifico
3083;36107;232;346;assegno
3084;28500;349;970;bonifico
3085;9605;974;444;assegno
3086;200;197;270;contante
3087;270;386;329;contante
3088;8164;640;329;bonifico
3089;23050;888;739;bonifico
3090;21730;81;789;bonifico
3091;47841;170;485;assegno
3092;16805;913;635;assegno
3093;970;957;;carta di credito
3094;41095;996;524;bonifico
3095;265;28;23;contante
3096;4070;669;212;bonifico
3097;15375;468;751;bonifico
3098;26485;439;780;bonifico
3099;19492;847;843;bonifico
3100;32705;539;18;assegno
3101;28775;666;675;bonifico
3102;21955;721;950;bonifico
3103;26347;843;370;assegno
3104;25610;510;228;bonifico
3105;4490;443;256;assegno
3106;26270;794;783;assegno
3107;915;716;;carta di credito
3108;145;979;709;contante
3109;10860;774;13;bonifico
3110;490;843;;carta di credito
3111;443;842;;carta di credito
3112;926;621;;carta di credito
3113;13235;333;220;assegno
3114;21660;862;923;assegno
3115;21865;991;729;assegno
3116;14230;643;136;bonifico
3117;15415;111;390;bonifico
3118;9205;91;505;bonifico
3119;9680;709;928;bonifico
3120;45788;865;409;bonifico
3121;9995;944;213;assegno
3122;340;21;314;contante
3123;1495;87;;carta di credito
3124;780;918;;carta di credito
3125;28490;735;963;assegno
3126;258;794;;carta di credito
3127;4395;134;16;assegno
3128;14260;983;942;assegno
3129;18010;177;571;bonifico
3130;21055;849;817;assegno
3131;22395;435;999;bonifico
3132;37345;201;343;bonifico
3133;34125;754;161;bonifico
3134;282;569;;carta di credito
3135;21350;617;270;assegno
3136;9655;786;923;bonifico
3137;4445;342;864;bonifico
3138;23055;935;657;assegno
3139;8290;824;993;bonifico
3140;18995;626;913;bonifico
3141;425;809;53;contante
3142;24300;751;601;assegno
3143;47635;1000;708;assegno
3144;580;48;;carta di credito
3145;535;52;;carta di credito
3146;16195;537;971;bonifico
3147;685;450;;carta di credito
3148;16810;220;945;bonifico
3149;23375;212;279;assegno
3150;4484;816;576;assegno
3151;7305;722;126;assegno
3152;6815;550;995;bonifico
3153;5720;774;192;bonifico
3154;18845;471;836;assegno
3155;22320;866;106;assegno
3156;20900;643;736;bonifico
3157;14025;993;23;assegno
3158;44658;770;888;bonifico
3159;15810;427;623;assegno
3160;30815;402;955;assegno
3161;12640;244;13;assegno
3162;20425;654;787;bonifico
3163;19230;532;116;assegno
3164;695;84;;carta di credito
3165;220;930;144;contante
3166;265;596;978;contante
3167;24760;444;674;assegno
3168;9000;261;974;assegno
3169;43515;360;826;bonifico
3170;210;102;393;contante
3171;41215;420;242;bonifico
3172;845;168;;carta di credito
3173;14720;585;338;bonifico
3174;15025;850;583;bonifico
3175;8860;877;5;assegno
3176;27646;834;527;assegno
3177;655;257;85;contante
3178;12375;19;450;bonifico
3179;830;576;;carta di credito
3180;20245;766;322;bonifico
3181;1205;342;;carta di credito
3182;7450;456;808;bonifico
3183;22145;378;370;bonifico
3184;12370;213;198;bonifico
3185;14215;112;52;bonifico
3186;14220;549;471;assegno
3187;715;591;347;contante
3188;44155;379;15;bonifico
3189;24650;273;885;assegno
3190;7843;153;419;bonifico
3191;7070;46;727;assegno
3192;21885;381;242;assegno
3193;20650;149;817;assegno
3194;40900;858;278;assegno
3195;3130;697;837;assegno
3196;9440;354;210;bonifico
3197;8971;934;226;bonifico
3198;11580;879;755;bonifico
3199;23300;85;427;assegno
3200;27680;527;841;assegno
3201;799;642;;carta di credito
3202;25355;548;577;bonifico
3203;505;66;;carta di credito
3204;19076;675;215;bonifico
3205;38760;25;59;bonifico
3206;36290;452;199;assegno
3207;9900;906;890;assegno
3208;54125;220;311;bonifico
3209;21265;287;60;bonifico
3210;13485;507;548;assegno
3211;565;726;;carta di credito
3212;11670;138;559;bonifico
3213;661;945;;carta di credito
3214;36960;450;907;assegno
3215;1105;390;;carta di credito
3216;13140;745;717;bonifico
3217;26260;128;294;assegno
3218;525;824;;carta di credito
3219;46750;839;771;bonifico
3220;21040;968;271;assegno
3221;17615;164;104;bonifico
3222;6645;96;604;assegno
3223;821;177;673;contante
3224;610;979;;carta di credito
3225;169;559;;carta di credito
3226;11820;309;920;bonifico
3227;7890;691;209;assegno
3228;505;665;271;contante
3229;18260;409;76;bonifico
3230;180;462;434;contante
3231;24226;577;553;assegno
3232;21085;591;261;assegno
3233;255;125;;carta di credito
3234;9970;511;712;bonifico
3235;32300;672;898;bonifico
3236;3270;777;462;bonifico
3237;4115;862;925;bonifico
3238;13047;119;827;assegno
3239;660;424;757;contante
3240;3579;247;61;assegno
3241;5430;482;241;bonifico
3242;17605;39;834;assegno
3243;20575;39;452;bonifico
3244;1465;720;;carta di credito
3245;6950;216;512;assegno
3246;31815;11;847;assegno
3247;2505;621;675;assegno
3248;404;974;;carta di credito
3249;13705;252;126;assegno
3250;14460;757;734;assegno
3251;780;961;;carta di credito
3252;708;745;;carta di credito
3253;7160;763;450;bonifico
3254;32024;666;697;assegno
3255;31331;689;813;bonifico
3256;7140;334;863;bonifico
3257;9175;395;816;assegno
3258;14155;149;902;bonifico
3259;38674;763;293;bonifico
3260;26540;585;597;assegno
3261;6350;866;589;bonifico
3262;7800;903;726;bonifico
3263;38830;898;618;bonifico
3264;12210;162;651;bonifico
3265;540;824;;carta di credito
3266;36535;891;622;assegno
3267;26935;480;313;bonifico
3268;21345;476;705;assegno
3269;33495;200;85;assegno
3270;7430;110;202;assegno
3271;12070;363;227;assegno
3272;23440;955;939;bonifico
3273;15435;749;274;assegno
3274;17260;141;287;bonifico
3275;54945;801;654;assegno
3276;37863;753;722;bonifico
3277;29700;480;358;assegno
3278;24361;82;559;bonifico
3279;275;378;;carta di credito
3280;26341;134;550;assegno
3281;68070;263;354;bonifico
3282;684;417;;carta di credito
3283;38290;118;263;bonifico
3284;16230;782;632;bonifico
3285;335;272;;carta di credito
3286;14930;301;919;bonifico
3287;4885;239;584;assegno
3288;39655;845;357;assegno
3289;38062;464;731;bonifico
3290;35150;620;990;bonifico
3291;10320;410;806;bonifico
3292;14900;28;447;bonifico
3293;21125;872;915;bonifico
3294;19901;51;299;bonifico
3295;25705;302;31;bonifico
3296;12605;233;921;bonifico
3297;820;127;;carta di credito
3298;294;944;821;contante
3299;20415;576;868;bonifico
3300;11345;88;528;bonifico
3301;845;552;;carta di credito
3302;9940;220;188;assegno
3303;500;602;;carta di credito
3304;300;281;;carta di credito
3305;645;556;887;contante
3306;6270;749;824;bonifico
3307;18175;872;177;assegno
3308;22955;154;394;bonifico
3309;28395;933;241;assegno
3310;6501;375;208;bonifico
3311;495;730;582;contante
3312;30555;125;124;assegno
3313;325;440;;carta di credito
3314;31784;621;164;assegno
3315;13488;791;729;assegno
3316;41035;730;927;assegno
3317;10725;130;580;bonifico
3318;19638;936;265;assegno
3319;7855;772;256;bonifico
3320;20890;161;590;assegno
3321;345;749;500;contante
3322;13940;647;464;bonifico
3323;15290;506;421;assegno
3324;17330;324;106;bonifico
3325;897;53;;carta di credito
3326;28360;335;213;bonifico
3327;11654;664;257;bonifico
3328;25815;735;266;bonifico
3329;330;425;;carta di credito
3330;52927;465;148;assegno
3331;14270;899;469;bonifico
3332;12170;181;519;bonifico
3333;23566;801;965;bonifico
3334;20265;920;990;assegno
3335;230;368;225;contante
3336;8282;214;245;bonifico
3337;6590;611;314;assegno
3338;1025;859;;carta di credito
3339;715;39;;carta di credito
3340;13170;612;936;assegno
3341;12640;963;419;assegno
3342;2855;680;562;bonifico
3343;7267;816;551;bonifico
3344;370;603;625;contante
3345;10515;593;875;assegno
3346;32500;500;472;assegno
3347;46445;643;525;bonifico
3348;1151;283;;carta di credito
3349;19630;273;187;bonifico
3350;12012;546;956;assegno
3351;16530;182;447;bonifico
3352;13100;317;460;assegno
3353;21115;105;747;bonifico
3354;24980;205;705;assegno
3355;15365;537;883;bonifico
3356;515;787;;carta di credito
3357;14015;406;500;assegno
3358;375;763;;carta di credito
3359;7470;280;214;bonifico
3360;34770;737;620;assegno
3361;340;225;;carta di credito
3362;14929;855;858;bonifico
3363;20885;812;193;assegno
3364;207;861;245;contante
3365;13250;701;424;bonifico
3366;10482;281;246;assegno
3367;18215;794;88;assegno
3368;176;43;;carta di credito
3369;25720;979;351;assegno
3370;19025;283;490;bonifico
3371;32185;99;188;assegno
3372;4585;862;177;bonifico
3373;19050;54;399;assegno
3374;1279;307;;carta di credito
3375;418;230;;carta di credito
3376;1205;45;;carta di credito
3377;190;178;417;contante
3378;25600;427;140;bonifico
3379;31835;868;380;bonifico
3380;17664;325;904;bonifico
3381;8753;850;44;bonifico
3382;9975;502;862;bonifico
3383;9595;300;455;bonifico
3384;200;390;446;contante
3385;14500;224;294;assegno
3386;24190;43;30;bonifico
3387;12466;84;884;assegno
3388;460;769;417;contante
3389;266;360;290;contante
3390;41065;255;454;assegno
3391;4535;774;757;bonifico
3392;14675;703;132;assegno
3393;19225;697;571;assegno
3394;13635;860;822;bonifico
3395;180;104;896;contante
3396;15365;553;527;bonifico
3397;9580;502;809;bonifico
3398;17530;564;801;bonifico
3399;14170;642;920;bonifico
3400;315;330;540;contante
3401;60587;121;95;assegno
3402;42060;179;379;bonifico
3403;335;646;;carta di credito
3404;22965;886;909;bonifico
3405;9255;11;329;bonifico
3406;8170;10;880;assegno
3407;665;546;;carta di credito
3408;37840;504;568;assegno
3409;34090;857;61;assegno
3410;13155;531;758;assegno
3411;58645;122;375;bonifico
3412;4605;395;811;assegno
3413;19015;43;1000;bonifico
3414;13285;841;428;bonifico
3415;4670;586;391;bonifico
3416;276;726;;carta di credito
3417;343;34;533;contante
3418;7880;408;24;bonifico
3419;7320;104;13;assegno
3420;310;341;884;contante
3421;225;806;755;contante
3422;3920;394;215;bonifico
3423;580;899;;carta di credito
3424;9345;822;748;bonifico
3425;12631;744;9;assegno
3426;26735;688;911;bonifico
3427;21350;770;990;assegno
3428;815;72;;carta di credito
3429;15145;41;634;bonifico
3430;6730;558;194;bonifico
3431;9045;124;751;bonifico
3432;10577;110;373;assegno
3433;7620;316;887;assegno
3434;310;506;242;contante
3435;38136;82;576;assegno
3436;510;438;;carta di credito
3437;15475;481;338;assegno
3438;11900;585;826;bonifico
3439;295;111;553;contante
3440;29980;42;68;assegno
3441;8045;828;982;assegno
3442;14898;736;636;assegno
3443;21580;484;686;assegno
3444;975;439;;carta di credito
3445;12325;759;17;assegno
3446;16363;642;183;bonifico
3447;1960;55;84;bonifico
3448;1685;730;;carta di credito
3449;2995;991;473;assegno
3450;26045;524;861;bonifico
3451;15765;627;338;assegno
3452;500;694;;carta di credito
3453;7817;228;224;bonifico
3454;37638;360;275;bonifico
3455;23460;680;743;bonifico
3456;14750;997;597;bonifico
3457;285;695;;carta di credito
3458;6497;778;65;assegno
3459;55690;675;561;bonifico
3460;380;255;885;contante
3461;7690;660;641;assegno
3462;14210;616;991;bonifico
3463;10240;34;83;bonifico
3464;10440;731;927;bonifico
3465;37115;561;151;bonifico
3466;8199;464;465;bonifico
3467;1245;521;;carta di credito
3468;590;220;;carta di credito
3469;18170;260;610;assegno
3470;18115;157;167;assegno
3471;7380;102;890;bonifico
3472;400;969;70;contante
3473;11795;985;60;bonifico
3474;3075;346;917;bonifico
3475;34175;27;506;bonifico
3476;17066;728;779;assegno
3477;495;520;;carta di credito
3478;405;179;609;contante
3479;610;674;;carta di credito
3480;17330;297;266;bonifico
3481;21450;686;301;bonifico
3482;360;182;;carta di credito
3483;11655;124;586;assegno
3484;1925;957;24;bonifico
3485;26395;27;268;bonifico
3486;5575;404;242;bonifico
3487;25668;119;141;assegno
3488;315;558;;carta di credito
3489;14215;718;478;bonifico
3490;1915;887;;carta di credito
3491;475;776;;carta di credito
3492;16130;614;364;assegno
3493;19200;538;179;bonifico
3494;356;434;;carta di credito
3495;7075;340;973;assegno
3496;215;985;;carta di credito
3497;17338;690;373;bonifico
3498;67380;774;441;bonifico
3499;24570;830;458;assegno
3500;255;347;;carta di credito
3501;10358;858;1000;assegno
3502;19635;200;446;assegno
3503;320;248;75;contante
3504;18930;21;85;assegno
3505;39102;866;371;bonifico
3506;5955;204;213;bonifico
3507;1740;476;559;assegno
3508;400;531;;carta di credito
3509;410;129;593;contante
3510;30044;555;286;assegno
3511;225;371;;carta di credito
3512;43060;697;329;assegno
3513;775;158;;carta di credito
3514;28775;774;120;assegno
3515;37505;818;667;bonifico
3516;12282;627;119;bonifico
3517;145;209;996;contante
3518;19210;975;27;bonifico
3519;1365;137;;carta di credito
3520;995;162;;carta di credito
3521;705;283;;carta di credito
3522;450;460;;carta di credito
3523;32770;423;110;assegno
3524;28564;78;464;assegno
3525;45235;842;620;bonifico
3526;21835;873;928;assegno
3527;340;898;;carta di credito
3528;9115;899;149;assegno
3529;190;955;527;contante
3530;11834;566;734;bonifico
3531;740;162;;carta di credito
3532;183;991;237;contante
3533;6530;621;689;bonifico
3534;8620;179;273;bonifico
3535;17700;217;742;assegno
3536;61025;982;241;bonifico
3537;10995;341;659;assegno
3538;6590;417;636;bonifico
3539;8925;389;621;bonifico
3540;28500;175;332;assegno
3541;7112;172;514;bonifico
3542;505;479;;carta di credito
3543;2480;460;969;bonifico
3544;13330;552;624;bonifico
3545;39027;48;236;bonifico
3546;30780;499;114;assegno
3547;16615;653;435;assegno
3548;9447;365;787;assegno
3549;37705;43;332;assegno
3550;30395;796;526;assegno
3551;805;693;;carta di credito
3552;18725;868;91;assegno
3553;24715;804;402;assegno
3554;67005;810;820;assegno
3555;43805;424;125;assegno
3556;5980;559;785;bonifico
3557;10805;816;161;assegno
3558;36120;315;22;bonifico
3559;375;161;;carta di credito
3560;735;175;;carta di credito
3561;36950;621;134;assegno
3562;32275;227;313;assegno
3563;870;460;;carta di credito
3564;16345;621;784;bonifico
3565;1060;622;;carta di credito
3566;6415;298;784;assegno
3567;1875;744;466;bonifico
3568;15960;532;684;bonifico
3569;11082;663;559;bonifico
3570;22675;926;305;bonifico
3571;25695;961;120;bonifico
3572;14455;262;528;assegno
3573;10140;5;19;assegno
3574;13120;182;354;assegno
3575;32145;293;82;assegno
3576;27380;81;66;bonifico
3577;7465;520;713;bonifico
3578;26115;241;565;bonifico
3579;21655;977;99;bonifico
3580;9225;912;379;assegno
3581;41339;900;651;assegno
3582;10860;672;301;bonifico
3583;6010;517;464;bonifico
3584;21645;209;585;bonifico
3585;40765;777;398;bonifico
3586;24180;979;376;bonifico
3587;25805;380;839;assegno
3588;225;309;624;contante
3589;800;961;984;contante
3590;4940;190;421;bonifico
3591;28275;426;43;assegno
3592;5260;903;845;bonifico
3593;8115;525;736;bonifico
3594;20545;412;528;bonifico
3595;11805;884;553;bonifico
3596;42005;506;176;bonifico
3597;21510;961;792;bonifico
3598;12965;121;601;assegno
3599;3794;899;837;bonifico
3600;5465;255;858;bonifico
3601;8985;372;319;bonifico
3602;17785;111;358;bonifico
3603;560;966;894;contante
3604;825;32;;carta di credito
3605;28150;507;537;assegno
3606;21600;395;571;bonifico
3607;9815;716;155;assegno
3608;21255;643;649;bonifico
3609;320;199;;carta di credito
3610;20835;723;639;bonifico
3611;8742;964;279;bonifico
3612;20620;432;51;assegno
3613;785;957;;carta di credito
3614;2650;404;145;bonifico
3615;22500;497;543;bonifico
3616;8680;414;256;bonifico
3617;17640;846;405;assegno
3618;1640;167;;carta di credito
3619;360;829;508;contante
3620;8780;726;985;bonifico
3621;280;630;486;contante
3622;3519;883;326;bonifico
3623;12930;749;810;assegno
3624;11555;56;467;assegno
3625;14335;5;635;assegno
3626;160;294;937;contante
3627;9480;739;786;bonifico
3628;185;5;;carta di credito
3629;24095;574;128;assegno
3630;50755;602;642;assegno
3631;18820;663;6;assegno
3632;4905;697;456;bonifico
3633;11263;110;914;bonifico
3634;8645;416;277;assegno
3635;4001;399;778;bonifico
3636;7037;763;379;bonifico
3637;14594;809;360;bonifico
3638;3970;622;939;assegno
3639;755;548;578;contante
3640;1355;395;;carta di credito
3641;110;111;823;contante
3642;525;969;;carta di credito
3643;6685;37;132;assegno
3644;7420;423;398;bonifico
3645;8568;406;692;bonifico
3646;330;566;572;contante
3647;22285;358;271;assegno
3648;388;715;;carta di credito
3649;13378;327;43;bonifico
3650;465;966;;carta di credito
3651;9645;714;409;assegno
3652;160;52;256;contante
3653;36040;276;745;assegno
3654;18960;280;868;assegno
3655;19040;321;970;bonifico
3656;4750;686;347;bonifico
3657;15565;630;110;assegno
3658;11410;651;660;bonifico
3659;8500;314;874;bonifico
3660;7355;560;265;assegno
3661;8460;47;500;bonifico
3662;13765;597;986;bonifico
3663;45685;546;60;assegno
3664;14770;164;120;bonifico
3665;31860;842;642;assegno
3666;1225;346;;carta di credito
3667;33720;527;853;bonifico
3668;19355;366;140;assegno
3669;9345;588;349;assegno
3670;47238;708;322;bonifico
3671;5130;233;551;assegno
3672;16475;614;846;assegno
3673;483;142;;carta di credito
3674;6190;248;216;assegno
3675;37145;821;450;bonifico
3676;21609;527;489;bonifico
3677;520;152;;carta di credito
3678;14234;337;557;bonifico
3679;17210;128;141;assegno
3680;10875;153;740;assegno
3681;695;511;;carta di credito
3682;16590;931;675;bonifico
3683;8496;962;865;bonifico
3684;19515;862;479;assegno
3685;375;48;;carta di credito
3686;650;235;;carta di credito
3687;15030;858;903;bonifico
3688;60645;13;958;bonifico
3689;975;435;;carta di credito
3690;415;535;766;contante
3691;535;49;;carta di credito
3692;1155;794;;carta di credito
3693;8175;646;193;assegno
3694;16540;729;652;assegno
3695;12442;741;40;bonifico
3696;18785;409;943;assegno
3697;20015;757;357;bonifico
3698;5210;550;581;bonifico
3699;18115;71;454;assegno
3700;245;482;;carta di credito
3701;11165;108;752;assegno
3702;199;650;985;contante
3703;5180;568;887;bonifico
3704;11505;991;94;assegno
3705;345;837;850;contante
3706;5031;66;45;bonifico
3707;52823;307;60;assegno
3708;350;177;796;contante
3709;22450;537;419;bonifico
3710;305;45;248;contante
3711;358;102;147;contante
3712;5790;601;755;assegno
3713;8735;585;780;bonifico
3714;18650;62;375;bonifico
3715;2270;248;512;bonifico
3716;2560;116;524;assegno
3717;26680;656;534;bonifico
3718;36030;618;792;assegno
3719;350;264;931;contante
3720;795;441;;carta di credito
3721;580;669;;carta di credito
3722;18872;150;662;bonifico
3723;752;376;;carta di credito
3724;30420;678;729;bonifico
3725;786;485;;carta di credito
3726;11100;603;125;bonifico
3727;290;121;;carta di credito
3728;8848;164;757;bonifico
3729;700;506;;carta di credito
3730;145;309;824;contante
3731;334;954;;carta di credito
3732;13705;952;684;assegno
3733;14780;123;106;assegno
3734;885;979;;carta di credito
3735;33040;217;595;bonifico
3736;1170;83;;carta di credito
3737;43952;505;223;bonifico
3738;710;681;;carta di credito
3739;205;486;;carta di credito
3740;3735;801;637;bonifico
3741;6202;382;657;bonifico
3742;9855;553;508;bonifico
3743;1120;743;;carta di credito
3744;615;49;549;contante
3745;5045;520;75;bonifico
3746;25860;956;980;assegno
3747;19785;481;27;assegno
3748;1825;937;193;bonifico
3749;20795;373;713;bonifico
3750;15845;287;103;bonifico
3751;22195;2;450;bonifico
3752;5300;592;553;bonifico
3753;11490;369;175;assegno
3754;260;885;656;contante
3755;610;152;470;contante
3756;935;816;;carta di credito
3757;14692;444;758;assegno
3758;905;568;;carta di credito
3759;405;167;540;contante
3760;161;242;487;contante
3761;200;435;;carta di credito
3762;580;766;;carta di credito
3763;127;141;254;contante
3764;12685;49;127;assegno
3765;47465;405;298;assegno
3766;11785;419;610;bonifico
3767;28080;252;781;assegno
3768;340;71;333;contante
3769;18425;1;354;bonifico
3770;420;842;;carta di credito
3771;430;185;;carta di credito
3772;14890;757;591;bonifico
3773;6280;694;573;assegno
3774;870;85;;carta di credito
3775;6750;491;717;bonifico
3776;3625;133;477;bonifico
3777;12290;823;20;bonifico
3778;18380;456;702;bonifico
3779;28935;179;23;bonifico
3780;365;64;603;contante
3781;30725;167;614;assegno
3782;3558;393;274;bonifico
3783;285;907;;carta di credito
3784;2300;639;;carta di credito
3785;26680;451;105;assegno
3786;19905;781;372;assegno
3787;2660;177;974;assegno
3788;8970;379;676;bonifico
3789;740;285;;carta di credito
3790;2325;868;555;bonifico
3791;28225;549;926;assegno
3792;15540;602;6;bonifico
3793;380;929;984;contante
3794;1440;317;;carta di credito
3795;10160;639;986;bonifico
3796;41500;848;248;bonifico
3797;590;575;;carta di credito
3798;11550;923;126;bonifico
3799;129;957;798;contante
3800;870;169;;carta di credito
3801;13830;333;264;assegno
3802;285;735;871;contante
3803;12320;133;227;bonifico
3804;303;623;;carta di credito
3805;47945;590;325;assegno
3806;305;804;855;contante
3807;17875;735;423;assegno
3808;8435;98;743;assegno
3809;6520;832;542;assegno
3810;14025;706;162;bonifico
3811;14665;735;884;bonifico
3812;1965;314;194;assegno
3813;14360;688;515;assegno
3814;6780;425;363;bonifico
3815;262;390;8;contante
3816;58535;806;20;assegno
3817;470;346;;carta di credito
3818;4180;537;988;assegno
3819;21855;352;990;assegno
3820;7310;907;541;bonifico
3821;14810;594;734;bonifico
3822;707;933;;carta di credito
3823;835;909;;carta di credito
3824;510;861;;carta di credito
3825;8230;559;620;bonifico
3826;323;794;356;contante
3827;12545;998;523;assegno
3828;400;502;1;contante
3829;275;636;575;contante
3830;15290;672;197;assegno
3831;35905;327;113;assegno
3832;19575;920;712;bonifico
3833;16700;625;223;assegno
3834;12715;115;684;bonifico
3835;23493;265;589;bonifico
3836;48225;44;803;assegno
3837;725;650;;carta di credito
3838;10020;812;379;bonifico
3839;13635;175;424;bonifico
3840;32880;233;260;bonifico
3841;732;324;;carta di credito
3842;21853;939;957;bonifico
3843;15785;469;176;bonifico
3844;180;212;;carta di credito
3845;26415;391;113;assegno
3846;9790;142;308;bonifico
3847;22254;680;653;bonifico
3848;23825;662;893;assegno
3849;220;829;117;contante
3850;410;461;743;contante
3851;25870;402;185;bonifico
3852;495;199;;carta di credito
3853;780;495;;carta di credito
3854;525;257;237;contante
3855;1070;282;548;bonifico
3856;420;382;;carta di credito
3857;13645;478;577;assegno
3858;6405;575;246;bonifico
3859;240;103;;carta di credito
3860;15015;686;214;assegno
3861;425;730;99;contante
3862;7150;204;419;bonifico
3863;184;313;;carta di credito
3864;436;155;;carta di credito
3865;105;75;882;contante
3866;11725;1000;897;bonifico
3867;43670;860;668;assegno
3868;26160;11;406;bonifico
3869;46015;577;256;bonifico
3870;12317;228;805;bonifico
3871;18502;427;352;bonifico
3872;17345;313;120;bonifico
3873;1647;741;;carta di credito
3874;298;36;;carta di credito
3875;1640;126;;carta di credito
3876;385;772;;carta di credito
3877;494;473;;carta di credito
3878;9865;539;275;assegno
3879;48665;244;676;assegno
3880;41050;11;653;bonifico
3881;48505;759;107;assegno
3882;24280;534;829;assegno
3883;20430;481;198;assegno
3884;65465;376;825;assegno
3885;455;222;979;contante
3886;270;197;;carta di credito
3887;13375;275;370;bonifico
3888;955;288;553;contante
3889;9110;545;565;bonifico
3890;585;921;;carta di credito
3891;665;841;215;bonifico
3892;1015;866;;carta di credito
3893;25655;510;106;assegno
3894;37220;539;911;assegno
3895;185;639;187;contante
3896;165;569;712;contante
3897;7820;811;4;bonifico
3898;21085;542;47;bonifico
3899;492;599;;carta di credito
3900;20190;432;859;bonifico
3901;5155;505;772;assegno
3902;9050;546;635;assegno
3903;10125;983;430;bonifico
3904;31930;205;131;bonifico
3905;4285;321;911;bonifico
3906;17515;675;961;assegno
3907;175;613;557;contante
3908;17345;812;884;assegno
3909;165;356;333;contante
3910;16959;757;337;assegno
3911;16545;808;710;bonifico
3912;680;201;;carta di credito
3913;11275;928;467;bonifico
3914;12305;961;838;bonifico
3915;400;185;;carta di credito
3916;12950;410;919;assegno
3917;9855;184;588;bonifico
3918;25800;708;950;bonifico
3919;7895;812;407;bonifico
3920;145;197;;carta di credito
3921;43430;244;325;assegno
3922;17325;38;142;assegno
3923;19540;902;425;assegno
3924;12010;30;47;bonifico
3925;810;555;;carta di credito
3926;14794;908;193;assegno
3927;34830;341;685;assegno
3928;6565;112;953;bonifico
3929;360;847;;carta di credito
3930;430;823;;carta di credito
3931;440;848;725;contante
3932;41260;408;337;assegno
3933;485;765;187;contante
3934;3590;922;642;bonifico
3935;19600;511;965;assegno
3936;52000;930;839;bonifico
3937;11795;410;878;bonifico
3938;6140;468;476;bonifico
3939;985;240;;carta di credito
3940;16135;787;551;bonifico
3941;455;969;95;contante
3942;28780;778;60;bonifico
3943;555;77;;carta di credito
3944;640;545;429;contante
3945;20480;903;537;assegno
3946;32890;902;169;bonifico
3947;248;479;729;contante
3948;11131;237;266;bonifico
3949;12575;913;254;assegno
3950;280;726;;carta di credito
3951;24040;524;259;bonifico
3952;340;761;947;contante
3953;10960;950;963;bonifico
3954;13220;507;142;bonifico
3955;15680;57;593;bonifico
3956;26600;437;291;bonifico
3957;25530;800;646;bonifico
3958;1604;745;;carta di credito
3959;19950;585;863;bonifico
3960;2490;879;1000;bonifico
3961;18155;808;14;assegno
3962;23845;485;393;assegno
3963;2980;525;565;bonifico
3964;21355;134;48;assegno
3965;11350;975;856;assegno
3966;11469;230;155;assegno
3967;14975;742;147;assegno
3968;221;807;;carta di credito
3969;980;842;;carta di credito
3970;800;172;;carta di credito
3971;13248;664;744;bonifico
3972;250;306;356;contante
3973;46205;907;485;bonifico
3974;39145;613;329;bonifico
3975;11249;320;71;assegno
3976;13955;273;521;bonifico
3977;209;591;588;contante
3978;14480;765;863;assegno
3979;21215;608;232;assegno
3980;27725;575;328;bonifico
3981;4032;873;183;assegno
3982;13100;655;266;assegno
3983;6740;928;705;assegno
3984;8070;975;931;bonifico
3985;4115;77;882;bonifico
3986;2555;928;958;bonifico
3987;1820;37;;carta di credito
3988;17317;450;731;bonifico
3989;895;179;;carta di credito
3990;16035;64;241;bonifico
